Date	Device Name	Description	Novel	Author	Built?	By Whom?	Product	First Year Made	Additional Details	Bits or Atoms?	Companies Working on This	Link to Doc With Technical Details	Requires Changes to Laws of Physics
	1942	Pilot-Robot	The piloting gear of a space tug.	Collision Orbit	Jack Williamson	No	N/A	Concept	N/A	Early idea of robotic systems	Atoms			
	1942	Terraforming	The process of modifying a planetary surface to resemble those of an ideal earth; affects the entire biosphere.	Collision Orbit	Jack Williamson	No	N/A	Concept	N/A	Early idea of terraforming	Atoms			
	1942	The Twonky	A robotic device from the future, constructed to look like a 1940's radio cabinet.	The Twonky	Lewis Padgett	No	N/A	Concept	N/A	Early intelligent robot concept	Atoms			
	1942	Slideway	A slidewalk, or moving walkway, that moves people forward.	Beyond This Horizon	Robert Heinlein	No	N/A	Concept	N/A	Early moving walkway idea	Atoms			
	1942	Energy Converter	Massive unit on the sunside of Mercury converts heat into energy, and beams it around the solar system.	Runaround	Isaac Asimov	No	N/A	Concept	N/A	Early solar power concept	Atoms			
	1942	Waldo	A telefactoring device; also known as the Waldo F. Jones Synchronous Reduplicating Pantograph.	Waldo	Robert Heinlein	No	N/A	Concept	N/A	Early telepresence robot concept	Atoms			
	1942	Radiant Power Receptor (DeKalbs)	A device which received and used energy transmitted from a station or satellite.	Waldo	Robert Heinlein	No	N/A	Concept	N/A	Early wireless power idea	Atoms			
	1942	Vestan Parasite	Semi-intelligent creatures that take control of the nervous system of other animals.	The World With A Thousand Moons	Edmond Hamilton	No	N/A	N/A	N/A	Fictional alien parasite	Atoms			
	1942	Fire Storm	When clouds of antimatter dust encountered ordinary matter spaceships.	Collision Orbit	Jack Williamson	No	N/A	N/A	N/A	Fictional antimatter reaction	Atoms			
	1942	Telaudiogram	An interplanetary communication method.	The World With A Thousand Moons	Edmond Hamilton	No	N/A	Concept	N/A	Fictional comms tech	Bits			
	1942	Xenephrene Interstellar World	A planet not attached to a solar system.	A Brand New World	Ray Cummings	No	N/A	N/A	N/A	Fictional concept of rogue planet	Atoms			
	1942	Directrix Z9M9Z	A control center ship for a vast space armada.	Gray Lensman	E.E. 'Doc' Smith	No	N/A	Concept	N/A	Fictional flagship	Atoms			
	1942	Negative Safety-Field	A paragravity-based shield for space craft.	Collision Orbit	Jack Williamson	No	N/A	Concept	N/A	Fictional force field	Atoms			
	1942	Electric Wall	A wall of electric force.	The World With A Thousand Moons	Edmond Hamilton	No	N/A	Concept	N/A	Fictional force field	Atoms			
	1942	Black Coating	A material that absorbs practically all incident light.	Gray Lensman	E.E. 'Doc' Smith	No	N/A	Concept	N/A	Fictional light absorbing material	Atoms			
	1942	Plastifoam	Used to seal large leaks in space craft.	Collision Orbit	Jack Williamson	No	N/A	Concept	N/A	Fictional material for space repairs	Atoms			
	1942	Meteorscope	A device that probes ahead in space detecting swarms of deadly meteors.	The World With A Thousand Moons	Edmond Hamilton	No	N/A	Concept	N/A	Fictional meteor detection system	Atoms			
	1942	Thought-Screen	A device that prevents other people from taking over control of your thoughts and mind.	Gray Lensman	E.E. 'Doc' Smith	No	N/A	Concept	N/A	Fictional mind shielding tech	Atoms			
	1942	Broomstick Speedster	A two-seater craft capable of spaceflight; it used radiant power to achieve orbit.	Waldo	Robert Heinlein	No	N/A	Concept	N/A	Fictional personal spacecraft	Atoms			
	1942	Sobriety Ray	A ray of a particular wavelength and intensity, that conferred instant sobriety on those it shone upon.	The Twonky	Lewis Padgett	No	N/A	Concept	N/A	Fictional sobering ray	Atoms			
	1942	Gravitation Paralysis	Dread illness of space travelers striking when changing from very weak to very strong gravities.	The World With A Thousand Moons	Edmond Hamilton	No	N/A	N/A	N/A	Fictional space illness	Atoms			
	1942	Space-Burned	Analogous to sun-burned.	Collision Orbit	Jack Williamson	No	N/A	N/A	N/A	Fictional space radiation damage	Atoms			
	1942	Gravanol	A medicine or supplement that helps astronauts deal better with high accelerations.	QRM - Interplanetary	George O. Smith	No	N/A	Concept	N/A	Fictional supplement for space travel	Atoms			
	1942	Asterite	A person who was born and lived amongst the asteroids.	Collision Orbit	Jack Williamson	No	N/A	N/A	N/A	Fictional term for asteroid colonists	Atoms			
	1942	Groundhog	Not a space professional.	Waldo	Robert Heinlein	No	N/A	N/A	N/A	Fictional term for non-spacefarers	Atoms			
	1942	Control Natural	A person who is allowed to have an unmodified genetic makeup.	Beyond This Horizon	Robert Heinlein	No	N/A	N/A	N/A	Fictional term for unmodified humans	Atoms			
	1942	Time Dredge	A device that scoops up material from the past, and returns it to the present.	Time Dredge	Robert Arthur	No	N/A	Concept	N/A	Fictional time machine	Atoms			
	1942	Stasis Field	Energy field which prevents time from passing inside the field walls; no time passes, nobody gets hurt.	Beyond This Horizon	Robert Heinlein	No	N/A	Concept	N/A	Fictional time suspension field	Atoms			
	1942	Three Laws of Robotics (Rules of Robotics)	The original formulation of Asimov's laws of robotics.	Runaround	Isaac Asimov	No	N/A	Philosophy	N/A	Foundational laws for benevolent AI	Bits			
	1942	Martian Sawgrass	Specialized variety of plant that is used to provide oxygen for space stations.	QRM - Interplanetary	George O. Smith	No	N/A	N/A	N/A	Genetically engineered plant	Atoms			
	1942	Fairy Digits (Tiny Waldoes)	Waldoes used for very fine work.	Waldo	Robert Heinlein	No	N/A	Concept	N/A	Miniature telepresence robots	Atoms			
	1942	Igloo-Shaped Space Shelter	Easy to set up on airless asteroids.	Collision Orbit	Jack Williamson	No	N/A	Concept	N/A	Modular space habitat concept	Atoms			
	1942	Alien Self-Government	Rules to assure intelligent aliens the right to govern themselves in freedom.	Co-Operate or Else	A.E. van Vogt	No	N/A	Philosophy	N/A	Proposed rights for alien civilizations	N/A			
	1942	Contraterrene Matter (Antimatter)	"Contraterrene (CT) Matter (sometimes abbreviated ""Seetee"")."	Collision Orbit	Jack Williamson	No	N/A	N/A	N/A	Theoretical concept of antimatter	Atoms			
	1942	Seetee Blinker	A marker of contraterrene matter (antimatter) asteroids, to aid in interplanetary navigation.	Collision Orbit	Jack Williamson	No	N/A	Prototype	N/A	Used to detect and avoid antimatter asteroids	Atoms			
	1942	Zero-G Ashtray	An ashtray designed for use on a space station.	Waldo	Robert Heinlein	No	N/A	Design concept	N/A	Zero gravity product design	Atoms			
	1942	Atomics	The field of nuclear energy.	Nerves	Lester del Rey	Yes	Scientists	Knowledge	1942	Emerging technology	Bits			
	1943	Solidograph	Long distance projection of three-dimensional images.	Gather, Darkness!	Fritz Leiber	Yes	Tech companies	Volumetric displays	2010s	3D imagery in free space	Bits			
	1943	Filmag	A video magazine.	Sunward Flight	Leo Zagat	Yes	Media companies	Online video	2000s	Streaming digital video	Bits			
	1943	Micro Book (Microbook)	A very small volume, possibly an electronic book.	One Way Trip	Anthony Boucher	Yes	Consumer electronics	E-readers	1990s	Electronic books	Bits			
	1943	Plastibulb	A squeezable drink container.	The Proud Robot	Lewis Padgett	Yes	Packaging companies	Squeeze bottles	1940s	Flexible liquid containers	Atoms			
	1943	Meteor-Spotting Radar	A device to warn spacecraft of oncoming meteors.	Recoil	George O. Smith	Yes	NASA, space agencies	Collision warning	1960s	Detect potential impacts	Bits			
	1943	Coldlight	A means of producing illumination that does not produce heat.	Sunward Flight	Leo Zagat	Yes	Lighting companies	LEDs	1960s	Solid-state lighting	Bits			
	1943	Verhaeren Factor	Provides autonomous robots with the capacity for independent creative action.	Robinc	Anthony Boucher	No	N/A	AI	N/A	Fictional concept	Bits			
	1943	Off-World	Not of Earth.	Judgement Night	C.L. Moore	No	N/A	Alien world	N/A	Fictional concept	Bits			
	1943	Mixed Men	A mostly human being, but with an additional robot brain.	The Storm	A.E. van Vogt	No	N/A	Cyborg	N/A	Fictional concept	Atoms			
	1943	Visigraphic Crowd Emotional Record	A graphic record of the emotions of a crowd.	Gather, Darkness!	Fritz Leiber	No	N/A	Emotion sensing	N/A	Fictional concept	Bits			
	1943	Rod of Wrath	A sword made of light.	Gather, Darkness!	Fritz Leiber	No	N/A	Energy sword	N/A	Fictional concept	Bits			
	1943	Royalties For Machine Learning Subjects	A payment to people who are used as subjects for imitation learning by robots.	Q.U.R.	Anthony Boucher	No	N/A	Fictional business practice	N/A	Fictional concept	Bits			
	1943	Pneumo-Slacks	Pants that make you look beefier.	The Proud Robot	Lewis Padgett	No	N/A	Fictional clothing	N/A	Fictional concept	Atoms			
	1943	Viewscreen Pentagon	A display with a central, pentagonal display surrounded by square displays attached to the sides.	Sunward Flight	Leo Zagat	No	N/A	Fictional display	N/A	Fictional concept	Bits			
	1943	Gum Tree	A huge tree that lashed out with a mind of its own.	Symbiotica	Eric Frank Russell	No	N/A	Fictional lifeform	N/A	Fictional concept	Atoms			
	1943	Aladur	High tensile strength, lightweight material.	Sunward Flight	Leo Zagat	No	N/A	Fictional material	N/A	Fictional concept	Atoms			
	1943	Durasteel	More durable than steel?	Sunward Flight	Leo Zagat	No	N/A	Fictional material	N/A	Fictional concept	Atoms			
	1943	Impervium	Unique material is impenetrable and indestructible.	Clash by Night	Lawrence O'Donnell	No	N/A	Fictional material	N/A	Fictional concept	Atoms			
	1943	Rocketeer	A person who pilots rockets.	Sunward Flight	Leo Zagat	No	N/A	Fictional profession	N/A	Fictional concept	Bits			
	1943	Space Cadet	A young person training to be a spaceman.	Sunward Flight	Leo Zagat	No	N/A	Fictional profession	N/A	Fictional concept	Bits			
	1943	Stratoyacht	A privately-owned pleasure craft capable of attaining orbit.	Sunward Flight	Leo Zagat	No	N/A	Fictional spacecraft	N/A	Fictional concept	Atoms			
	1943	Manshell	A spaceship large enough for just one man; also an escape pod.	Sunward Flight	Leo Zagat	No	N/A	Fictional spacecraft	N/A	Fictional concept	Atoms			
	1943	Airpolo	Polo played in mid-air with special aircraft and helium-filled balls.	Sunward Flight	Leo Zagat	No	N/A	Fictional sport	N/A	Fictional concept	Atoms			
	1943	Zeroentropy Spray	A method of reducing the disorder of an object as much as possible, reducing the temperature close to absolute zero.	Gather, Darkness!	Fritz Leiber	No	N/A	Fictional technology	N/A	Fictional concept	Bits			
	1943	Polyfrequency Neutralizer	Dissolves projected solidographs (holograms).	Gather, Darkness!	Fritz Leiber	No	N/A	Fictional technology	N/A	Fictional concept	Bits			
	1943	Pain Canopy	Pain by nerve induction improves interrogation.	Gather, Darkness!	Fritz Leiber	No	N/A	Fictional technology	N/A	Fictional concept	Bits			
	1943	Force Pencil	Device straps to forearm, projects a force beam.	Gather, Darkness!	Fritz Leiber	No	N/A	Fictional weapon	N/A	Fictional concept	Bits			
	1943	Flame Barrier	A form of protective force field.	The Storm	A.E. van Vogt	No	N/A	Force field	N/A	Fictional concept	Bits			
	1943	Telesolidograph	Projects three-dimensional images at great distances.	Gather, Darkness!	Fritz Leiber	No	N/A	Holographic projection	N/A	Fictional concept	Bits			
	1943	Usuform Robot	A robot designed strictly along functional lines.	Q.U.R.	Anthony Boucher	No	N/A	Industrial robot	N/A	Fictional concept	Atoms			
	1943	Personality Alteration	Permanent alternation of personality, the tools of the trade.	Gather, Darkness!	Fritz Leiber	No	N/A	Mind manipulation	N/A	Fictional concept	Bits			
	1943	Inviolability Field	A kind of field of force built into a robe, to protect an individual person.	Gather, Darkness!	Fritz Leiber	No	N/A	Personal shield	N/A	Fictional concept	Bits			
	1943	Usuform Robot Bartender	A robotic bartender that is designed along purely functional lines.	Q.U.R.	Anthony Boucher	No	N/A	Robotics	N/A	Fictional concept	Atoms			
	1943	Robot Chef	Creative, autonomous robotic cook.	Robinc	Anthony Boucher	No	N/A	Robotics	N/A	Fictional concept	Atoms			
	1943	Robot Taste Buds	A sensor for robots that would allow it to taste foods like a human being.	Robinc	Anthony Boucher	No	N/A	Robotics	N/A	Fictional concept	Bits			
	1943	Vastening	It's hard to describe, but it's a robotic sense perception.	The Proud Robot	Lewis Padgett	No	N/A	Robotics	N/A	Fictional concept	Bits			
	1943	Treatment of Extramundane Aborigines	Laws for aliens on their own planet.	Symbiotica	Eric Frank Russell	No	N/A	Space law	N/A	Fictional concept	Bits			
	1943	Space Weather Map	A map that details hazardous space conditions.	The Storm	A.E. van Vogt	No	N/A	Space monitoring	N/A	Fictional concept	Bits			
	1943	Deceleration Chambers	Stressed, the ship breaks apart into parts that may survive.	The Storm	A.E. van Vogt	No	N/A	Spacecraft design	N/A	Fictional concept	Atoms			
	1943	Adjustable House	A house with elastic walls and structural members, the shape of which can be changed.	Gather, Darkness!	Fritz Leiber	No	N/A	Transforming architecture	N/A	Fictional concept	Atoms			
	1943	Sea Robot	An enormous robot able to function in the ocean.	The Metal Monster (Jarvis)	E.K. Jarvis	No	N/A	Underwater robot	N/A	Fictional concept	Atoms			
	1944	Gyrocar Monorail	A self-balancing vehicle.	The Anarch	Malcolm Jameson	Yes	Public transit	Monorails	19th century	Single rail train	Atoms			
	1944	Robotic Arm	A specialized robotic reaching and grasping device.	City	Clifford Simak	Yes	Manufacturing	Robotic arms	1960s	Precise manipulation	Atoms			
	1944	Suit-Radio	A means of communication between two individuals clad in space suits.	The Long Way	George O. Smith	Yes	NASA	Space suit radios	1960s	For communication during spacewalks	Bits			
	1944	Eternity Drug	A medication that puts a person into a deep hibernation-like sleep for decades at a time.	Far Centaurus	A.E. van Vogt	No	N/A	Suspended animation	Fictional concept	N/A	Atoms			
	1944	Gravitics	The science of using gravity as a technology.	Tricky Tonnage	Malcolm Jameson	No	N/A	Anti-gravity	N/A	Fictional concept	Bits			
	1944	Rust Ray Pistol	Makes the hardest steel or iron crumbly.	Gambler’s Asteroid	Manly Wade Wellman	No	N/A	Disintegration ray	N/A	Fictional concept	Bits			
	1944	Life Blanket	Sentient moss which, when draped over the shoulders of a human being, becomes fully self-aware, providing valuable services.	Ogre	Clifford Simak	No	N/A	Fictional lifeform	N/A	Fictional concept	Atoms			
	1944	Relations with Extraterrestrial Life	Instructions to earth citizens on how to behave when encountering alien civilizations.	Ogre	Clifford Simak	No	N/A	First contact protocols	N/A	Fictional concept	Bits			
	1944	Energy Screen	A field of force.	Far Centaurus	A.E. van Vogt	No	N/A	Force field	N/A	Fictional concept	Bits			
	1944	Multiple Robot Team	A set of robots, with the leader able to coordinate the activities of less intelligent subsidiary robots.	Catch That Rabbit	Isaac Asimov	No	N/A	Multi-robot coordination	N/A	Fictional concept	Bits			
	1944	Automatic Massager	An autonomous massage machine with robotic arms and hands.	Far Centaurus	A.E. van Vogt	No	N/A	Robotics	N/A	Fictional concept	Atoms			
	1944	Robot Voice	A voice box for a robot that is an analog of the human voice system.	Catch That Rabbit	Isaac Asimov	No	N/A	Robotics	N/A	Fictional concept	Bits			
	1944	Hollow Asteroid	An asteroid that has been hollowed out for use as a space habitat.	Juke Box Asteroid	Joseph Farrell	No	N/A	Space habitat	N/A	Fictional concept	Atoms			
	1944	Star Base	An installation or station at an important interstellar location.	Star Base X	R.M. Williams	No	N/A	Space infrastructure	N/A	Fictional concept	Atoms			
	1944	Asteroid Mining Robot	An autonomous robot able to effectively mine asteroids.	Catch That Rabbit	Isaac Asimov	No	N/A	Space mining	N/A	Fictional concept	Atoms			
